1747582339584	geckodriver	INFO	Listening on 127.0.0.1:4444
1747582349635	geckodriver::marionette	TRACE	Retrying in 100ms
1747582349746	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582349751	geckodriver::marionette	TRACE	Retrying in 100ms
1747582349854	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582349854	geckodriver::marionette	TRACE	Retrying in 100ms
1747582349960	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582349960	geckodriver::marionette	TRACE	Retrying in 100ms
1747582350065	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582350067	geckodriver::marionette	TRACE	Retrying in 100ms
1747582350169	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582350169	geckodriver::marionette	TRACE	Retrying in 100ms
1747582350273	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582350274	geckodriver::marionette	TRACE	Retrying in 100ms
1747582350378	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582350378	geckodriver::marionette	TRACE	Retrying in 100ms
1747582350481	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582350481	geckodriver::marionette	TRACE	Retrying in 100ms
console.warn: services.settings: Ignoring preference override of remote settings server
1747582350582	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582350582	geckodriver::marionette	TRACE	Retrying in 100ms
console.warn: services.settings: Allow by setting MOZ_REMOTE_SETTINGS_DEVTOOLS=1 in the environment
1747582350687	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582350687	geckodriver::marionette	TRACE	Retrying in 100ms
1747582350789	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582350789	geckodriver::marionette	TRACE	Retrying in 100ms
1747582350894	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582350895	geckodriver::marionette	TRACE	Retrying in 100ms
1747582350999	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582350999	geckodriver::marionette	TRACE	Retrying in 100ms
1747582351100	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582351101	geckodriver::marionette	TRACE	Retrying in 100ms
1747582351231	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582351231	geckodriver::marionette	TRACE	Retrying in 100ms
1747582351333	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582351333	geckodriver::marionette	TRACE	Retrying in 100ms
1747582351438	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582351439	geckodriver::marionette	TRACE	Retrying in 100ms
1747582351544	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582351544	geckodriver::marionette	TRACE	Retrying in 100ms
1747582351648	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582351648	geckodriver::marionette	TRACE	Retrying in 100ms
1747582351758	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582351758	geckodriver::marionette	TRACE	Retrying in 100ms
1747582351859	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582351860	geckodriver::marionette	TRACE	Retrying in 100ms
1747582351979	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582351980	geckodriver::marionette	TRACE	Retrying in 100ms
1747582352102	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582352102	geckodriver::marionette	TRACE	Retrying in 100ms
1747582352214	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582352214	geckodriver::marionette	TRACE	Retrying in 100ms
1747582352321	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582352327	geckodriver::marionette	TRACE	Retrying in 100ms
1747582352427	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582352428	geckodriver::marionette	TRACE	Retrying in 100ms
1747582352529	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582352529	geckodriver::marionette	TRACE	Retrying in 100ms
1747582352634	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582352635	geckodriver::marionette	TRACE	Retrying in 100ms
1747582352735	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582352735	geckodriver::marionette	TRACE	Retrying in 100ms
1747582352843	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582352843	geckodriver::marionette	TRACE	Retrying in 100ms
1747582352946	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582352946	geckodriver::marionette	TRACE	Retrying in 100ms
1747582353051	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582353051	geckodriver::marionette	TRACE	Retrying in 100ms
1747582353154	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582353154	geckodriver::marionette	TRACE	Retrying in 100ms
1747582353259	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582353259	geckodriver::marionette	TRACE	Retrying in 100ms
1747582353369	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582353370	geckodriver::marionette	TRACE	Retrying in 100ms
1747582353473	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582353474	geckodriver::marionette	TRACE	Retrying in 100ms
1747582353581	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582353584	geckodriver::marionette	TRACE	Retrying in 100ms
1747582353697	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582353698	geckodriver::marionette	TRACE	Retrying in 100ms
1747582353800	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582353801	geckodriver::marionette	TRACE	Retrying in 100ms
1747582353902	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582353902	geckodriver::marionette	TRACE	Retrying in 100ms
1747582354004	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582354005	geckodriver::marionette	TRACE	Retrying in 100ms
1747582354111	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582354111	geckodriver::marionette	TRACE	Retrying in 100ms
1747582354216	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582354216	geckodriver::marionette	TRACE	Retrying in 100ms
1747582354322	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582354328	geckodriver::marionette	TRACE	Retrying in 100ms
1747582354433	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582354435	geckodriver::marionette	TRACE	Retrying in 100ms
1747582354538	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582354539	geckodriver::marionette	TRACE	Retrying in 100ms
1747582354645	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582354645	geckodriver::marionette	TRACE	Retrying in 100ms
1747582354746	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582354746	geckodriver::marionette	TRACE	Retrying in 100ms
1747582354849	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582354855	geckodriver::marionette	TRACE	Retrying in 100ms
1747582354962	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582354963	geckodriver::marionette	TRACE	Retrying in 100ms
1747582355074	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582355075	geckodriver::marionette	TRACE	Retrying in 100ms
1747582355178	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582355179	geckodriver::marionette	TRACE	Retrying in 100ms
1747582355279	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582355280	geckodriver::marionette	TRACE	Retrying in 100ms
1747582355391	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582355391	geckodriver::marionette	TRACE	Retrying in 100ms
1747582355396	Marionette	INFO	Marionette enabled
1747582355414	RemoteAgent	DEBUG	Setting recommended pref apz.content_response_timeout to 60000
1747582355416	RemoteAgent	DEBUG	Setting recommended pref browser.contentblocking.introCount to 99
1747582355417	RemoteAgent	DEBUG	Setting recommended pref browser.download.panel.shown to true
1747582355417	RemoteAgent	DEBUG	Setting recommended pref browser.http.blank_page_with_error_response.enabled to true
1747582355417	RemoteAgent	DEBUG	Setting recommended pref browser.newtabpage.activity-stream.discoverystream.region-weather-config to 
1747582355418	RemoteAgent	DEBUG	Setting recommended pref browser.newtabpage.activity-stream.newtabWallpapers.enabled to false
1747582355418	RemoteAgent	DEBUG	Setting recommended pref browser.newtabpage.activity-stream.newtabWallpapers.v2.enabled to false
1747582355418	RemoteAgent	DEBUG	Setting recommended pref browser.newtabpage.activity-stream.showSponsoredTopSites to false
1747582355419	RemoteAgent	DEBUG	Setting recommended pref browser.newtabpage.enabled to false
1747582355420	RemoteAgent	DEBUG	Setting recommended pref browser.pagethumbnails.capturing_disabled to true
1747582355421	RemoteAgent	DEBUG	Setting recommended pref browser.region.network.url to 
1747582355422	RemoteAgent	DEBUG	Setting recommended pref browser.safebrowsing.blockedURIs.enabled to false
1747582355422	RemoteAgent	DEBUG	Setting recommended pref browser.safebrowsing.downloads.enabled to false
1747582355422	RemoteAgent	DEBUG	Setting recommended pref browser.safebrowsing.malware.enabled to false
1747582355423	RemoteAgent	DEBUG	Setting recommended pref browser.safebrowsing.phishing.enabled to false
1747582355424	RemoteAgent	DEBUG	Setting recommended pref browser.search.update to false
1747582355425	RemoteAgent	DEBUG	Setting recommended pref browser.startup.couldRestoreSession.count to -1
1747582355425	RemoteAgent	DEBUG	Setting recommended pref browser.tabs.remote.unloadDelayMs to 0
1747582355425	RemoteAgent	DEBUG	Setting recommended pref browser.tabs.unloadOnLowMemory to false
1747582355425	RemoteAgent	DEBUG	Setting recommended pref browser.tabs.warnOnClose to false
1747582355425	RemoteAgent	DEBUG	Setting recommended pref browser.tabs.warnOnCloseOtherTabs to false
1747582355425	RemoteAgent	DEBUG	Setting recommended pref browser.tabs.warnOnOpen to false
1747582355426	RemoteAgent	DEBUG	Setting recommended pref browser.toolbars.bookmarks.visibility to never
1747582355426	RemoteAgent	DEBUG	Setting recommended pref browser.topsites.contile.enabled to false
1747582355426	RemoteAgent	DEBUG	Setting recommended pref browser.usedOnWindows10.introURL to 
1747582355426	RemoteAgent	DEBUG	Setting recommended pref browser.urlbar.merino.endpointURL to 
1747582355427	RemoteAgent	DEBUG	Setting recommended pref browser.urlbar.suggest.searches to false
1747582355436	RemoteAgent	DEBUG	Setting recommended pref datareporting.policy.dataSubmissionPolicyAccepted to false
1747582355437	RemoteAgent	DEBUG	Setting recommended pref dom.disable_open_during_load to false
1747582355437	RemoteAgent	DEBUG	Setting recommended pref dom.file.createInChild to true
1747582355437	RemoteAgent	DEBUG	Setting recommended pref dom.input_events.security.minNumTicks to 0
1747582355438	RemoteAgent	DEBUG	Setting recommended pref dom.input_events.security.minTimeElapsedInMS to 0
1747582355438	RemoteAgent	DEBUG	Setting recommended pref dom.max_chrome_script_run_time to 0
1747582355438	RemoteAgent	DEBUG	Setting recommended pref dom.max_script_run_time to 0
1747582355438	RemoteAgent	DEBUG	Setting recommended pref dom.navigation.navigationRateLimit.count to 0
1747582355438	RemoteAgent	DEBUG	Setting recommended pref dom.push.connection.enabled to false
1747582355438	RemoteAgent	DEBUG	Setting recommended pref dom.screenorientation.allow-lock to true
1747582355438	RemoteAgent	DEBUG	Setting recommended pref dom.successive_dialog_time_limit to 0
1747582355439	RemoteAgent	DEBUG	Setting recommended pref extensions.getAddons.cache.enabled to false
1747582355439	RemoteAgent	DEBUG	Setting recommended pref extensions.getAddons.discovery.api_url to data:, 
1747582355439	RemoteAgent	DEBUG	Setting recommended pref extensions.blocklist.detailsURL to http://%(server)s/extensions-dummy/blocklistDetailsURL
1747582355439	RemoteAgent	DEBUG	Setting recommended pref extensions.blocklist.itemURL to http://%(server)s/extensions-dummy/blocklistItemURL
1747582355440	RemoteAgent	DEBUG	Setting recommended pref extensions.hotfix.url to http://%(server)s/extensions-dummy/hotfixURL
1747582355441	RemoteAgent	DEBUG	Setting recommended pref extensions.systemAddon.update.enabled to false
1747582355441	RemoteAgent	DEBUG	Setting recommended pref extensions.update.background.url to http://%(server)s/extensions-dummy/updateBackgroundURL
1747582355441	RemoteAgent	DEBUG	Setting recommended pref extensions.update.url to http://%(server)s/extensions-dummy/updateURL
1747582355441	RemoteAgent	DEBUG	Setting recommended pref extensions.getAddons.get.url to http://%(server)s/extensions-dummy/repositoryGetURL
1747582355442	RemoteAgent	DEBUG	Setting recommended pref extensions.getAddons.search.browseURL to http://%(server)s/extensions-dummy/repositoryBrowseURL
1747582355442	RemoteAgent	DEBUG	Setting recommended pref geo.provider.network.url to 
1747582355442	RemoteAgent	DEBUG	Setting recommended pref identity.fxaccounts.auth.uri to https://{server}/dummy/fxa
1747582355442	RemoteAgent	DEBUG	Setting recommended pref network.connectivity-service.enabled to false
1747582355442	RemoteAgent	DEBUG	Setting recommended pref network.http.phishy-userpass-length to 255
1747582355443	RemoteAgent	DEBUG	Setting recommended pref network.http.prompt-temp-redirect to false
1747582355443	RemoteAgent	DEBUG	Setting recommended pref privacy.trackingprotection.enabled to false
1747582355443	RemoteAgent	DEBUG	Setting recommended pref remote.prefs.recommended.applied to true
1747582355443	RemoteAgent	DEBUG	Setting recommended pref security.fileuri.strict_origin_policy to false
1747582355444	RemoteAgent	DEBUG	Setting recommended pref security.notification_enable_delay to 0
1747582355444	RemoteAgent	DEBUG	Setting recommended pref security.remote_settings.intermediates.enabled to false
1747582355444	RemoteAgent	DEBUG	Setting recommended pref services.settings.loglevel to off
1747582355446	RemoteAgent	DEBUG	Setting recommended pref signon.autofillForms to false
1747582355448	RemoteAgent	DEBUG	Setting recommended pref signon.rememberSignons to false
1747582355448	RemoteAgent	DEBUG	Setting recommended pref toolkit.telemetry.server to https://%(server)s/telemetry-dummy/
1747582355449	RemoteAgent	DEBUG	Setting recommended pref widget.windows.window_occlusion_tracking.enabled to false
1747582355493	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582355494	geckodriver::marionette	TRACE	Retrying in 100ms
1747582355597	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582355598	geckodriver::marionette	TRACE	Retrying in 100ms
1747582355703	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582355703	geckodriver::marionette	TRACE	Retrying in 100ms
1747582355829	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582355830	geckodriver::marionette	TRACE	Retrying in 100ms
1747582355950	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582355950	geckodriver::marionette	TRACE	Retrying in 100ms
1747582356054	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582356055	geckodriver::marionette	TRACE	Retrying in 100ms
1747582356159	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582356159	geckodriver::marionette	TRACE	Retrying in 100ms
1747582356264	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582356264	geckodriver::marionette	TRACE	Retrying in 100ms
1747582356367	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582356367	geckodriver::marionette	TRACE	Retrying in 100ms
1747582356472	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582356472	geckodriver::marionette	TRACE	Retrying in 100ms
1747582356585	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582356585	geckodriver::marionette	TRACE	Retrying in 100ms
1747582356706	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582356710	geckodriver::marionette	TRACE	Retrying in 100ms
1747582356818	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582356818	geckodriver::marionette	TRACE	Retrying in 100ms
1747582356936	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582356936	geckodriver::marionette	TRACE	Retrying in 100ms
1747582357039	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582357039	geckodriver::marionette	TRACE	Retrying in 100ms
1747582357143	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582357143	geckodriver::marionette	TRACE	Retrying in 100ms
1747582357247	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582357247	geckodriver::marionette	TRACE	Retrying in 100ms
1747582357349	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582357349	geckodriver::marionette	TRACE	Retrying in 100ms
1747582357457	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582357457	geckodriver::marionette	TRACE	Retrying in 100ms
1747582357565	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582357565	geckodriver::marionette	TRACE	Retrying in 100ms
1747582357668	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582357668	geckodriver::marionette	TRACE	Retrying in 100ms
1747582357769	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582357770	geckodriver::marionette	TRACE	Retrying in 100ms
1747582357872	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582357872	geckodriver::marionette	TRACE	Retrying in 100ms
1747582357973	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582357973	geckodriver::marionette	TRACE	Retrying in 100ms
1747582358079	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582358084	geckodriver::marionette	TRACE	Retrying in 100ms
1747582358187	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582358187	geckodriver::marionette	TRACE	Retrying in 100ms
1747582358289	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582358289	geckodriver::marionette	TRACE	Retrying in 100ms
1747582358392	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582358392	geckodriver::marionette	TRACE	Retrying in 100ms
1747582358494	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582358494	geckodriver::marionette	TRACE	Retrying in 100ms
1747582358601	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582358602	geckodriver::marionette	TRACE	Retrying in 100ms
1747582358709	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582358709	geckodriver::marionette	TRACE	Retrying in 100ms
1747582358815	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582358815	geckodriver::marionette	TRACE	Retrying in 100ms
1747582358922	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582358922	geckodriver::marionette	TRACE	Retrying in 100ms
1747582359025	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582359025	geckodriver::marionette	TRACE	Retrying in 100ms
1747582359135	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582359137	geckodriver::marionette	TRACE	Retrying in 100ms
1747582359240	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582359240	geckodriver::marionette	TRACE	Retrying in 100ms
